"id","average_daily_rate"
83033,156.083112439768
83034,54.1612907221499
83035,102.52828232829
83036,122.441865498688
83037,62.7029613512067
83038,80.7238512413396
83039,88.5349271785172
83040,115.944544677061
83041,95.0790317086174
83042,95.6720567873046
83043,48.0319768121044
83044,90.4314578640905
83045,171.077053881652
83046,78.2089975153497
83047,183.564374264934
83048,170.7339555363
83049,80.4129456145501
83050,124.672057794506
83051,113.294927895216
83052,191.077185921824
83053,63.3884816662319
83054,82.8292372360701
83055,93.3743760115631
83056,101.32367273795
83057,194.552541924518
83058,52.5464129032041
83059,111.931980179243
83060,73.0385311998271
83061,131.33729192315
83062,113.972964423002
83063,109.696379421567
83064,87.9740980194926
83065,116.75173545686
83066,104.955561995631
83067,101.017287623533
83068,144.30862190272
83069,100.563610851071
83070,50.6119162455462
83071,110.884354342135
83072,83.7727051741997
83073,115.818572714102
83074,60.3418814701444
83075,78.6525823148114
83076,107.796504113618
83077,44.5473161465312
83078,70.0523427036133
83079,73.6411422612319
83080,185.664622273518
83081,51.3646633509854
83082,100.588333286516
83083,200.220819416577
83084,48.1009677970563
83085,124.975734688868
83086,124.094978067957
83087,118.430421724945
83088,114.564100888369
83089,107.062986662342
83090,54.765260286319
83091,83.1737751023696
83092,188.844344011346
83093,110.279773613809
83094,68.7104831373895
83095,92.9245092992381
83096,109.367342433468
83097,189.742477902717
83098,109.906412408776
83099,111.601323709391
83100,78.6503659592821
83101,70.0983121664959
83102,160.277309307666
83103,101.344903545175
83104,193.226494177536
83105,132.380281960342
83106,73.1276934347448
83107,23.4539869540841
83108,117.271035222044
83109,115.838109969735
83110,167.157094493227
83111,67.9383519854587
83112,91.2870995901126
83113,124.895698598922
83114,80.2162885261621
83115,123.492114280839
83116,78.7093012234363
83117,172.766104979275
83118,64.8379650733706
83119,78.7411522301859
83120,125.792101475875
83121,41.6038925203036
83122,226.902140404729
83123,145.802563813865
83124,66.2213561170312
83125,117.788961587457
83126,102.876063980429
83127,115.5852478848
83128,154.128388476309
83129,68.2954603870889
83130,96.3897790157046
83131,142.319885466786
83132,63.2188158342656
83133,114.014466930024
83134,99.0827623804606
83135,120.584120456593
83136,78.2044998757338
83137,98.1622162434197
83138,112.58623690354
83139,62.8372253700676
83140,74.2281567865337
83141,91.9514717119232
83142,135.410114556378
83143,107.149986593516
83144,85.6871528444139
83145,143.252336103613
83146,102.16282171725
83147,91.0450634904127
83148,103.99581828602
83149,181.502208509794
83150,89.9404679621554
83151,110.461694599621
83152,66.0446093178216
83153,109.002157822975
83154,88.7161287635899
83155,167.834908059805
83156,80.1963157580539
83157,182.643019526207
83158,88.9783549645135
83159,106.645134697391
83160,96.935849681826
83161,96.8252877189861
83162,95.8300365777903
83163,44.6169326477865
83164,77.1671281758998
83165,68.6209197904142
83166,82.9075949017021
83167,85.2299042546797
83168,110.352549780018
83169,72.8230091692665
83170,101.376724330664
83171,103.008155507971
83172,139.490862699199
83173,64.2816820993757
83174,97.0192976405879
83175,177.978794541264
83176,149.379230859861
83177,86.4843763917734
83178,75.1662790339706
83179,89.00152777849
83180,90.9448508286263
83181,67.3558783510757
83182,144.48724093866
83183,49.8215426230262
83184,110.451568334944
83185,120.539287331832
83186,126.71683997062
83187,97.7855484533034
83188,51.9607906426837
83189,197.812267133894
83190,79.4783099475432
83191,135.39411702496
83192,107.784929571895
83193,71.1876408588942
83194,63.1375635253634
83195,89.1645519921997
83196,42.6613711675435
83197,102.54946890066
83198,85.9664480485496
83199,43.5251577552755
83200,122.487033152142
83201,159.442297753332
83202,71.5734085963432
83203,94.2589393363167
83204,109.387782110776
83205,106.320553286405
83206,49.2807676064642
83207,114.832613781131
83208,99.6167932742708
83209,89.5736592176267
83210,64.1773569553674
83211,130.457269849485
83212,215.467715664635
83213,92.3307670449509
83214,92.086854254069
83215,74.2376160685449
83216,111.677140424503
83217,83.1150902479704
83218,126.92451762759
83219,134.978707813932
83220,91.4792185541443
83221,201.611937473364
83222,116.119076876671
83223,42.3644605630996
83224,51.6645611883526
83225,110.118685218579
83226,105.476298196073
83227,52.0719588475433
83228,99.0444720353394
83229,71.0271452839669
83230,91.1818582878274
83231,71.8995850404457
83232,88.7939764773409
83233,125.106790743476
83234,123.961353478226
83235,176.49019045046
83236,104.28396363909
83237,208.850538335713
83238,112.038015569958
83239,87.1090586018881
83240,100.307567192736
83241,76.431523542062
83242,97.7083333351641
83243,67.3871936424962
83244,145.401915379937
83245,96.164903231983
83246,97.9642751925818
83247,61.8612912245901
83248,90.2386195864551
83249,54.7406547267721
83250,112.036373096703
83251,42.1355488751322
83252,82.3728688518793
83253,120.984262953305
83254,116.401747971584
83255,112.007444262776
83256,98.236143479549
83257,125.092709144061
83258,137.87950394006
83259,56.0280892446179
83260,97.0261475033271
83261,112.799529093434
83262,71.8818349939805
83263,70.1137086615804
83264,110.53349230294
83265,62.6245224856851
83266,86.2699706094118
83267,60.1247673629178
83268,108.454089124837
83269,140.525515665931
83270,175.652517326745
83271,128.713446843694
83272,96.7153249432254
83273,25.4279265876434
83274,54.78800593687
83275,72.8887966927636
83276,54.8775439058593
83277,107.659081589717
83278,59.8584571890183
83279,126.217034361808
83280,83.0398864659779
83281,65.9045740356671
83282,105.118148319238
83283,57.9915827533747
83284,109.793371180957
83285,64.2149961015236
83286,97.7189046446119
83287,129.759769102592
83288,67.2171830893955
83289,92.0382912147927
83290,63.6858631547471
83291,121.288192153929
83292,134.147137208625
83293,25.9808526196639
83294,71.5957908721637
83295,128.144898709484
83296,95.8128170688336
83297,109.532558124329
83298,80.5995608081236
83299,40.9420834428633
83300,105.636948926218
83301,101.166457160467
83302,108.566623783459
83303,128.357302008192
83304,109.980213105333
83305,34.5242036561109
83306,68.3962631573552
83307,124.153241512744
83308,119.20313800276
83309,110.391420975186
83310,105.273678027172
83311,199.251234156959
83312,116.718519429378
83313,102.253974804813
83314,98.4600459349386
83315,80.8289221432412
83316,70.7116204035562
83317,100.231409471958
83318,72.5646949711532
83319,106.242161488373
83320,131.183112348962
83321,66.4802305315443
83322,75.0864874651649
83323,138.603984465622
83324,74.6866933443201
83325,107.548479672802
83326,136.969471590129
83327,106.041930612089
83328,62.7879578106008
83329,96.8033194216429
83330,120.451050099767
83331,97.2376789872891
83332,123.169277526172
83333,180.304953305364
83334,147.699947815979
83335,137.124167608289
83336,98.0465375482276
83337,207.900764139528
83338,79.8776878589061
83339,148.48850208251
83340,88.0126815712445
83341,139.342702878227
83342,66.5840120825631
83343,97.4812926143597
83344,23.8713441692265
83345,178.341525232946
83346,72.6939315749052
83347,72.433946477129
83348,93.6775838655874
83349,121.473396173565
83350,110.343409622003
83351,136.129256235953
83352,75.1539886241289
83353,179.910347728006
83354,92.4386511094158
83355,87.3941685583156
83356,78.2926140336564
83357,100.596234373419
83358,80.5995608081236
83359,54.4987464705193
83360,80.063749879598
83361,111.209654200799
83362,97.461711414594
83363,158.268029770648
83364,38.8501788949931
83365,92.613064806295
83366,99.3075636674118
83367,127.579496627274
83368,87.0456058782255
83369,71.3784325863754
83370,82.8989274161196
83371,66.3995996165449
83372,107.112080605753
83373,126.150508685337
83374,62.7728239819967
83375,191.217457908317
83376,188.021024949583
83377,84.9081778204656
83378,59.5235228866066
83379,89.87054436115
83380,163.945791424701
83381,133.811308485933
83382,93.1496415214655
83383,87.1588214911025
83384,106.268866455629
83385,160.430045582404
83386,163.668960386173
83387,69.9144938509598
83388,79.1402427157741
83389,89.9240637165412
83390,107.716427305006
83391,161.390586184221
83392,87.8802368673196
83393,53.1882560451176
83394,76.9340892154241
83395,104.029839157918
83396,49.4009899615778
83397,141.312529459719
83398,103.113182199578
83399,101.771738384814
83400,120.917923315133
83401,59.4341098603874
83402,135.465326013193
83403,103.451714256817
83404,104.054194651908
83405,126.418483561029
83406,102.468406943551
83407,123.036873020281
83408,117.151957902233
83409,154.837929259758
83410,68.3497927216056
83411,91.1845337861858
83412,63.8930250181417
83413,126.724239203554
83414,76.7752162538211
83415,141.371815931764
83416,62.7002330660638
83417,67.2516654255732
83418,145.528935827804
83419,65.4786862347756
83420,134.281638821222
83421,85.2292398532569
83422,164.010434212552
83423,191.973059100197
83424,112.235470887907
83425,75.3030681308469
83426,56.4636532510872
83427,209.841067505381
83428,79.2011644477135
83429,63.3593478582367
83430,75.5423174840264
83431,71.7724073107198
83432,85.46945143059
83433,123.136004880057
83434,66.5852962212186
83435,52.9865605697441
83436,112.428468950251
83437,108.867333319415
83438,75.1061529754569
83439,90.4140160557808
83440,81.6607335923145
83441,120.282778867654
83442,122.794979605638
83443,105.407957510765
83444,72.9613250720322
83445,115.266674399202
83446,67.1578167605253
83447,69.5040798647372
83448,166.934759996309
83449,117.328051045416
83450,91.5587847921686
83451,82.824146422427
83452,89.4630073564213
83453,109.541648193497
83454,51.9550489578835
83455,116.416080682966
83456,102.168999749893
83457,17.2637444817812
83458,114.705850668081
83459,80.6418761885456
83460,80.3615386413238
83461,43.3986670501431
83462,95.7554519580518
83463,64.0465807144767
83464,86.7693305692244
83465,101.304089237488
83466,84.6980332431662
83467,129.377810737779
83468,120.679828586916
83469,63.1417661576833
83470,166.352940244119
83471,119.168685682852
83472,153.983413721357
83473,116.945041292638
83474,103.633891628155
83475,74.2764239212458
83476,94.8902884985011
83477,87.5170677659395
83478,78.8526192835681
83479,87.7310638750332
83480,75.2723469787872
83481,192.502435257249
83482,65.9850225763392
83483,67.5931250417329
83484,76.6524470637594
83485,103.903920405792
83486,53.6125472437639
83487,95.7815178666859
83488,176.706402208208
83489,89.681289088198
83490,166.494752109135
83491,109.67197017762
83492,120.534474436772
83493,97.7915046350267
83494,115.621353806055
83495,27.5350105424725
83496,130.890095084493
83497,72.6391340226272
83498,161.427974930007
83499,63.1031341630044
83500,51.3217252441481
83501,59.0089880961386
83502,90.2758976518084
83503,86.9074699709396
83504,151.410545252817
83505,115.997495404968
83506,89.371850618526
83507,70.3804411108893
83508,53.3008283400736
83509,80.8417040558572
83510,121.52940550949
83511,110.118685218579
83512,152.853069095331
83513,100.438489360695
83514,99.2319293152069
83515,91.4400490080755
83516,51.4090815874784
83517,105.347862783921
83518,119.047953103099
83519,23.3624874713885
83520,79.4659322280348
83521,106.895339152152
83522,124.096799588762
83523,100.19968196814
83524,73.4298599818427
83525,120.963247162739
83526,92.8172279169177
83527,92.066090359198
83528,135.64171129151
83529,96.5048273236935
83530,66.0654877417224
